S.No,English,Hindi
1346,"[ 429 ]  Often based on Hindu mythology, but also borrowing from medieval romances or social and political events, Indian theatre includes: the  bhavai  of Gujarat, the  jatra  of West Bengal, the  nautanki  and  ramlila  of North India,  tamasha  of Maharashtra,  burrakatha  of Andhra Pradesh and Telangana,  terukkuttu  of Tamil Nadu, and the  yakshagana  of Karnataka.","वर्षा ऋतु  ( Monsoon or Rainy ) – जून से सितम्बर तक, जिसमें सार्वाधिक वर्षा अगस्त महीने में होती है, वस्तुतः मानसून का आगमन और प्रत्यावर्तन (लौटना) दोनों क्रमिक रूप से होते हैं और अलग अलग स्थानों पर इनका समय अलग अलग होता है। सामान्यतः १ जून को केरल तट पर मानसून के आगमन तारीख होती है इसके ठीक बाद यह पूर्वोत्तर भारत में पहुँचता है और क्रमशः पूर्व से पश्चिम तथा उत्तर से दक्षिण की ओर गतिशील होता है इलाहाबाद में मानसून के पहुँचने की तिथि १८ जून मानी जाती है और दिल्ली में २९ जून।"
1347,[ 431 ],बांग्ला
1348,The  Indian film industry  produces the world's most-watched cinema.,अंटार्कटिका   ·     ओशिआनिया (ऑस्ट्रेलिया)
1349,[ 434 ],असमिया
1350,[ 438 ],ओड़िया
1351,,
1352,Society,"4,462,002"
1353,[ 449 ],कश्मीरी
1354,Many  Indian festivals  are religious in origin.,भारत का राष्ट्रीय पोर्टल   भारत सरकार .
1355,[ 450 ] [ 451 ],विशाखपट्नम
1356,,
1357,Education,आंध्र प्रदेश
1358,R.,K.
1359,Ambedkar .,महाराष्ट्र
1360,"In 1951 the rates were 18%, 27% and 9%.",मूल  से 4 फ़रवरी 2017 को पुरालेखित .
1361,"In 1921 the rates 7%, 12% and 2%.",लक्षद्वीप * ( कवरत्ती )
1362,[ 454 ],मणिपुरी
1363,The education system of India is the world's second-largest.,मूल   (PDF)  से 8 जुलाई 2016 को पुरालेखित .
1364,[ 458 ] [ 459 ],पिंपरी-चिंचवड
1365,,
1366,Clothing,महाराष्ट्र
1367,Main article:  Clothing in India,राज्य/केंद्र शासित प्रदेश
1368,[ 461 ],कोंकणी
1369,1300 CE ) and then continued by the  Mughal Empire  ( c.,भारत के महारजिस्ट्रार एवं जनगणना आयुक्त .
1370,1525 CE ).,"3,115,431"
1371,[ 462 ],डोगरी
1372,,
1373,[ 466 ],उर्दू
1374,"In the last 50 years, fashions have changed a great deal in India.",विस्तार से जानकारी हेतु देखें  उपयोग की शर्तें
1375,is seldom seen in the cities.,छत्तीसगढ़  ( रायपुर )
1376,[ 467 ],सिन्धी
1377,,
1378,Cuisine,"3,073,350"
1379,Main article:  Indian cuisine,तमिलनाडु  ( चेन्नई )
1380,"[ 469 ]  They might also include poultry, fish, or meat dishes.",दे वा सं हिन्द महासागर  तटवर्ती देश अफ़्रीका
1381,[ 472 ],संथाली
1382,[ 469 ],क्र॰सं॰
1383,,
1384,[ 473 ],राज्य
1385,"[ 474 ]  The appearance of  ahimsa , or the avoidance of violence toward all forms of life in many religious orders early in Indian history, especially  Upanishadic Hinduism ,  Buddhism  and  Jainism , is thought to have contributed to the predominance of vegetarianism among a large segment of India's Hindu population, especially in southern India, Gujarat, the  Hindi -speaking belt of north-central India, as well as among Jains.","राज्यसभा में २४५ सदस्य होते हैं जबकि लोकसभा में ५४५। राज्यसभा एक स्थाई सदन है और इसके सदस्यों का चुनाव, अप्रत्यक्ष विधि से ६ वर्षों के लिये होता है। राज्यसभा के ज़्यादातर सदस्यों का चयन राज्यों की विधानसभाओं के सदस्यों द्वारा किया जाता है, और हर दूसरे साल राज्य सभा के एक तिहाई सदस्य पदमुक्त हो जाते हैं। लोकसभा के ५४३ सदस्यों का चुनाव प्रत्यक्ष विधि से, ५ वर्षों की अवधि के लिये आम चुनावों के माध्यम से किया जाता है जिनमें १८ वर्ष से अधिक उम्र के सभी भारतीय नागरिक मतदान कर सकते हैं।"
1386,[ 476 ],हिन्दी
1387,"The popularity of  tandoori chicken —cooked in the  tandoor  oven, which had traditionally been used for baking bread in the rural Punjab and the Delhi region, especially among Muslims, but which is originally from  Central Asia —dates to the 1950s, and was caused in large part by an entrepreneurial response among people from the Punjab who had been displaced by the 1947 partition.","यद्यपि भारत की ७९.८० प्रतिशत या ९६.६२ करोड़ जनसंख्या  हिन्दू  है, [ 116 ]  १४.२३ प्रतिशत या १७.२२ करोड़ जनसंख्या के साथ भारत विश्व में मुसलमानों की संख्या में भी  इंडोनेशिया  और  पाकिस्तान  के बाद तीसरे स्थान पर है। अन्य धर्मावलम्बियों में  ईसाई  (२.३० % या २.७८ करोड़),  सिख  (१,७२ % या २.०८ करोड़),  बौद्ध  (०,७० % या ८४.४३ लाख),  जैन  (०,३७ % या ४४.५२ लाख), अन्य धर्म  (०,६६ % या ७९.३८ लाख) इनमें  यहूदी ,  पारसी ,  अहमदी  और  बहाई  आदि धर्मीय हैं।  नास्तिकता   ०,२४% या ३८.३७ लाख है।"
1388,[ 474 ],हिन्दी
1389,,
1390,Sports and recreation,त्रिपुरा  ( अगरतला )
1391,Main article:  Sport in India,नागालैंड  ( कोहिमा )
1392,Hopscotch has been commonly played by girls in rural India.,"↑   Kulke & Rothermund 2004 , पृ॰प॰ 41–43."
1393,[ 481 ],ओड़िशा
1394,[ 485 ],ओड़िया
1395,Cricket  is the most popular sport in India.,मूल  से 17 अप्रैल 2019 को पुरालेखित .
1396,[ 487 ],कर्नाटक
1397,The major domestic league is the  Indian Premier League .,भारत के महारजिस्ट्रार एवं जनगणना आयुक्त .
1398,[ 493 ] [ 494 ] [ 495 ],पंजाब  ( चंडीगढ़† )
1399,,
1400,See also,सैन्य शक्ति
1401,Administrative divisions of India,राज्य/केंद्र शासित प्रदेश
